Department,Sub-Department,Billing Classification,Billing Code,"Description
",2011/2012,2012/2013,2012/2013,2013/2014
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,375,Skaneateles Lake Watershed Program-1997/98,"$72,864","$75,543","$75,543 ","$78,088"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,380,1998/99 Water Meter Replacement  ,"$139,732 ","$142,319","$142,319 ","$146,977"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,380,1999/2000 Westcott Reservoir,"$15,969 ","$16,265 ","$16,265 ","$16,797"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,380,1997/99 Skaneateles Lake Watershed,"$39,923 ","$40,663","$40,663 ","$41,994"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,1997/99 Skaneateles Lake Watershed,"$18,734 ","$19,695","$19,695","$20,175"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,2005/06 Skaneateles Lake Watershed,"$38,100","$40,054 ","$40,054","$41,031"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,Lead Service Replacement,"$201,932 ","$212,287 ","$212,287","$217,465"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,415,Camillus Ravine Stabilization,"$18,253 ","$18,253","$18,253 ","$19,912"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,425,2006/07 Skaneateles Lake Watershed,"$53,790","$56,621 ","$56,621","$59,452"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,430,Residential Lead Replacement,"$6,837 ","$7,188","$7,188","$7,539"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,430,2007/08 Skaneateles Lake Watershed,"$68,373 ","$71,879 ","$71,879 ","$75,386"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,430,Generators,"$6,837 ","$7,188 ","$7,188 ","$7,539"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,440,DWSRF Loan Refunding,"$222,607","$230,000","$230,000 ","$240,000"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,445,Westcott Reservoir EFC Loan,"$991,323 ","$1,005,000 ","$1,005,000 ","$1,025,000"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,450,1997/98 Skaneateles Lake Watershed Maintenance,"$59,336","$61,402","$61,402",$0
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,455,Skaneateles Lake Intake,"$18,635","$21,255","$21,255","$22,614"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,455,Water Supply Conduits,"$85,602 ","$97,640 ","$97,640","$103,882"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,455,Skaneateles Lake Intake Engineering Services,"$33,646 ","$38,377","$38,377","$40,830"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,460,Woodland Westcott UV Disinfect,$0,"$58,861","$58,861","$60,015"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,475,Woodland Westcott UV Disinfect,$0,$0,$0,"$421,000"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,-,TOTAL: ,"$2,596,802 ","$2,706,044","$2,706,044 ","$3,156,426"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,220,Zebra Mussel Control Project,$804,$0,$0,$0
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,320,Kirkpatrick/Solar,"$7,100 ","$6,212","$6,212 ","$5,253"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,320,Velasko St. Main,"$5,517 ","$4,828","$4,828","$4,083"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,330,Skaneateles Lake Watershed Program-1998/99,"$1,282","$1,148 ","$1,148","$1,014"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,330,Skaneateles Lake Watershed Program-1999/00,"$16,768 ","$15,016","$15,016","$13,270"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,330,Water Transmission Lines,"$19,512 ","$17,474 ","$17,474 ","$15,442"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,355,Skaneateles Lake Watershed Program-1999/00,"$4,160 ","$3,515","$3,515","$2,819"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,355,Residential Lead Replacement,"$2,010","$1,698 ","$1,698","$1,361"
WATER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,370,Lead Service Replacement,"$168,330","$158,284 ","$158,284","$147,944"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,220,Sewer and Manhole Rehabilitation-1992,"$65,000",$0,$0,$0
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,320,Sewer and Manhole Rehabilitation-2002,"$67,962","$70,793 ","$70,793 ","$73,625"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,370,Catherine Heights/Hopper Road Drainage,"$21,323","$21,951","$21,951","$23,205"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,370,Valley Drive Sewer and Water Main,"$149,454 ","$153,849"," $153,849","$162,641"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,375,Sewer and Manhole Rehabilitation-1994,"$76,067 ","$78,864 ","$78,864 ","$81,521"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,Sewer and Manhole Rehabilitation-2003,"$38,100","$40,054","$40,054","$41,031"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,Sewer and Manhole Rehabilitation-2004,"$38,100","$40,054","$40,054","$41,031"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,Sewer and Manhole Rehabilitation-2005,"$31,623","$33,245","$33,245","$34,056"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,430,Valley Drive Storm Sewer,"$17,435","$18,329","$18,329","$19,223"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,435,Valley Drive Storm Sewer,"$66,748","$69,697","$69,697","$72,378"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,-,TOTAL:,"$571,812 ","$526,836","$526,836","$548,711"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,220,Sewer and Manhole Rehabilitation-1992,"$1,560",$0,$0,$0
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,320,Sewer and Manhole Rehabilitation-2002,"$18,392 ","$16,093 ","$16,093","$13,610"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,370,Catherine Heights/Hopper Road Drainage,"$14,292","$13,440 $","$13,440","$12,562"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,370,Valley Drive Sewer and Water Main,"$100,172","$94,194 ","$94,194 ","$88,040"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,375,Sewer and Manhole Rehabilitation-1994,"$10,538","$7,904 ","$7,904 ","$5,080"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,Sewer and Manhole Rehabilitation-2003,"$37,892","$35,892","$35,892 ","$33,788"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,Sewer and Manhole Rehabilitation-2004,"$37,892","$35,892 ","$35,892 ","$33,788"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,405,Sewer and Manhole Rehabilitation-2005,"$31,450 ","$29,790 ","$29,790 ","$28,044"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,430,Valley Drive Storm Sewer,"$10,696 ","$9,998 ","$9,998 ","$9,266"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,435,Valley Drive Storm Sewer,"$35,177 ","$31,766 ","$31,766 ","$28,576"
SEWER FUND DEBT SERVICE,SERIAL BONDS-PRINCIPAL,-,-,TOTAL:,"$298,061","$274,969 ","$274,969","$252,754"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Salaries and Fringe,"$123,806","$129,940","$129,940 ","$133,500"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Operations and Administration,"$20,118","$22,000","$22,000","$22,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Office Supplies,"$4,795 ","$4,000 ","$3,000","$3,800"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Transportation and Travel,$12 ,$500,$500 ,"$1,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Insurance,"$4,905","$6,000 ","$6,000","$6,500"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Office Rent,"$38,345 ","$39,000 ","$39,000 ","$30,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Machine Contract,"$3,629","$6,000","$4,000","$3,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,Other Expenses,"$34,616 ","$24,200 ","$25,400","$27,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ADMINISTRATION,-,-,TOTAL:,"$230,226","$231,640","$229,840 ","$226,800"
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Salaries and Fringe,"$104,623 ","$123,720","$116,470 ","$125,640"
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Promotions,"$22,160 ","$30,180 ","$30,000","$30,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Printing,"$9,745","$10,000","$10,000","$10,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Events,"$7,000","$7,000","$7,000","$7,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Advertising,"$35,248 ","$22,000","$35,000 ","$24,862"
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Postage,"$3,190 ","$2,800 ","$2,900","$2,500"
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Contingency,$118,$100,$100,$100
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Website,$909,$500,$500,$500
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,Branding Campaign,"$5,525","$5,000","$5,000",$0
DOWNTOWN SPECIAL ASSESSMENT FUND,MARKETING,-,-,TOTAL: ,"$188,518 ","$201,300 ","$206,970","$200,602"
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,Salaries and Fringe,"$135,910","$136,620","$137,500","$143,270"
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,Operations and Administration,"$26,763 ","$24,500","$28,000","$27,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,Insurance,"$5,505 ","$7,100","$7,100 ","$7,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,Special Projects,"$53,398","$20,000 ","$30,530 ","$28,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,Depreciation,"$16,453 ","$16,500 ","$23,900","$28,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,Horticulture-Watering Contract,"$7,873 ","$6,000 ","$5,905 ","$6,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,Alarm,$617,$617,$617,$617
DOWNTOWN SPECIAL ASSESSMENT FUND,ENVIRONMENTAL MAINTENANCE,-,-,TOTAL:,"$246,519 ","$211,337 ","$233,552 ","$239,887"
DOWNTOWN SPECIAL ASSESSMENT FUND,ECONOMIC DEVELOPMENT,-,-,Salaries and Fringe,"$63,988","$73,955 ","$47,500","$69,683"
DOWNTOWN SPECIAL ASSESSMENT FUND,ECONOMIC DEVELOPMENT,-,-,Special Projects,"$2,765 ","$2,444 ","$6,000 ","$2,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ECONOMIC DEVELOPMENT,-,-,Recruitment,"$14,328 ","$15,000","$16,000","$18,000"
DOWNTOWN SPECIAL ASSESSMENT FUND,ECONOMIC DEVELOPMENT,-,-,TOTAL:,"$81,081 ","$91,399 ","$69,500 ","$89,683"
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Salaries and Fringe,"$28,693 ","$30,260","$35,300","$36,700"
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Rent,"$12,900","$14,400","$13,300 ","$13,400"
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Sales Tax,"$7,279 ","$8,080","$9,388","$7,600"
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Maintenance,"$1,174 ","$1,500 ","$1,200 ","$1,200"
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Insurance,$903 ,"$1,150 ",$650 ,$650
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Operations ,$419 ,$320,$800,$700
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Depreciation,$0,$0,$0,$0
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,Other,$870 ,"$2,100 ","$1,100 ",$100
DOWNTOWN SPECIAL ASSESSMENT FUND,TRANSPORTATION,-,-,TOTAL:,"$52,238 ","$57,810","$61,738","$60,350"
DOWNTOWN SPECIAL ASSESSMENT FUND ,SECURITY,,,Salaries and Fringe,"$104,418","$124,080 ","$114,000",
DOWNTOWN SPECIAL ASSESSMENT FUND ,SECURITY,,,Depreciation,"$13,638","$13,638","$13,638",
DOWNTOWN SPECIAL ASSESSMENT FUND ,SECURITY,,,Insurance,"$11,818","$12,500","$12,500",
DOWNTOWN SPECIAL ASSESSMENT FUND ,SECURITY,,,Operations/Education,"$9,327 ","$6,200 ","$6,486 ",
DOWNTOWN SPECIAL ASSESSMENT FUND ,SECURITY,,,Telephone,"$3,096","$3,400 ","$3,664 ",
DOWNTOWN SPECIAL ASSESSMENT FUND ,SECURITY,,,Other,"$2,854","$1,000 ","$2,000 ",
DOWNTOWN SPECIAL ASSESSMENT FUND ,SECURITY,,,TOTAL: ,"$145,151 ","$160,818 ","$152,288 ",
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Salaries and Fringe,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Operations and Maintenance,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Insurance,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Horticulture and Streetscape,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Depreciation,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Horticulture-Watering Contract,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Audit,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,Alarm,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,CONNECTIVE CORRIDOR,,,TOTAL: ,$0,$0,$0,
DOWNTOWN SPECIAL ASSESSMENT FUND ,MISCELLANEOUS PROGRAM EXPENSES,,,Farmers Market,"$3,430","$8,500 ","$9,570 ",
DOWNTOWN SPECIAL ASSESSMENT FUND ,MISCELLANEOUS PROGRAM EXPENSES,,,Arts and Crafts,"$61,489 ","$64,000","$61,765",
DOWNTOWN SPECIAL ASSESSMENT FUND ,MISCELLANEOUS PROGRAM EXPENSES,,,Various Grants and Other Events,"$267,913","$66,059 ","$332,069 ",
DOWNTOWN SPECIAL ASSESSMENT FUND ,MISCELLANEOUS PROGRAM EXPENSES,,,TOTAL:,"$332,832","$138,559 ","$403,404",
CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,100 PERSONAL SERVICES,101,Salaries,"$23,101 ","$23,000 ","$21,000 ",
CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,200 EQUIPMENT,202,Office Equipment & Furnishing,"$3,000","$3,000","$3,000",
CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,400 CONTRACTUAL EXPENSES,403,Office Supplies ,$952,"$1,000 ",$850,
CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,400 CONTRACTUAL EXPENSES,407,Equipment Repair Supplies & Expenses,$410,"$2,000","$2,000",
CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,400 CONTRACTUAL EXPENSES,415,"Rental, Professional & Contractual Services","$47,537","$46,000 ","$48,150 ",
CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,CROUSE - MARSHALL SPECIAL ASSESSMENT DISTRICT,400 CONTRACTUAL EXPENSES,430,Payments to Other Governments,$0,$0,$0,
,,,,TOTAL:,"$75,000","$75,000","$75,000",
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,"$118,940"
,,,,,,,,"$13,638"
,,,,,,,,"$12,500"
,,,,,,,,"$6,000"
,,,,,,,,"$3,700"
,,,,,,,,$500
,,,,,,,,"$155,278"
,,,,,,,,"$85,778"
,,,,,,,,"$8,000"
,,,,,,,,"$1,000"
,,,,,,,,"$26,214"
,,,,,,,,"$11,002"
,,,,,,,,"$3,000"
,,,,,,,,"$1,000"
,,,,,,,,"$1,178"
,,,,,,,,"$137,172"
,,,,,,,,"$9,000"
,,,,,,,,"$61,600"
,,,,,,,,"$30,200"
,,,,,,,,"$100,800"
,,,,,,,,"$22,780"
,,,,,,,,"$3,000"
,,,,,,,,"$1,000"
,,,,,,,,"$2,000"
,,,,,,,,"$46,220"
,,,,,,,,$0
,,,,,,,,"$75,000"
